MAG,time,reg,genes,total_genes,rel_genes,taxonomy,phylum,family,timef,maxtime,response_type
12C16O_0h_100_P08_coass_bin.13,0,none,179,179,1,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,0,48,mid
12C16O_0h_100_P08_coass_bin.13,168,none,92,132,0.696969696969697,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,168,48,mid
12C16O_0h_100_P08_coass_bin.13,168,up,40,132,0.30303030303030304,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,168,48,mid
12C16O_0h_100_P08_coass_bin.13,24,none,51,64,0.796875,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,24,48,mid
12C16O_0h_100_P08_coass_bin.13,24,up,13,64,0.203125,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,24,48,mid
12C16O_0h_100_P08_coass_bin.13,3,none,99,128,0.7734375,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,3,48,mid
12C16O_0h_100_P08_coass_bin.13,3,up,29,128,0.2265625,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,3,48,mid
12C16O_0h_100_P08_coass_bin.13,48,none,53,84,0.6309523809523809,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,48,48,mid
12C16O_0h_100_P08_coass_bin.13,48,up,31,84,0.36904761904761907,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,48,48,mid
12C16O_0h_100_P08_coass_bin.13,72,none,63,84,0.75,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,72,48,mid
12C16O_0h_100_P08_coass_bin.13,72,up,21,84,0.25,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,72,48,mid
12C16O_0h_100_P08_coass_bin.5,0,none,31,31,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,0,3,early
12C16O_0h_100_P08_coass_bin.5,168,down,2,28,0.07142857142857142,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,168,3,early
12C16O_0h_100_P08_coass_bin.5,168,none,18,28,0.6428571428571429,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,168,3,early
12C16O_0h_100_P08_coass_bin.5,168,up,8,28,0.2857142857142857,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,168,3,early
12C16O_0h_100_P08_coass_bin.5,24,none,19,25,0.76,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,24,3,early
12C16O_0h_100_P08_coass_bin.5,24,up,6,25,0.24,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,24,3,early
12C16O_0h_100_P08_coass_bin.5,3,none,17,28,0.6071428571428571,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,3,3,early
12C16O_0h_100_P08_coass_bin.5,3,up,11,28,0.39285714285714285,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,3,3,early
12C16O_0h_100_P08_coass_bin.5,48,none,21,28,0.75,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,48,3,early
12C16O_0h_100_P08_coass_bin.5,48,up,7,28,0.25,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,48,3,early
12C16O_0h_100_P08_coass_bin.5,72,none,19,28,0.6785714285714286,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,72,3,early
12C16O_0h_100_P08_coass_bin.5,72,up,9,28,0.32142857142857145,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,72,3,early
12C16O_0h_100_P16_coass_bin.1,0,none,50,50,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,0,72,late
12C16O_0h_100_P16_coass_bin.1,168,none,32,38,0.8421052631578947,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,168,72,late
12C16O_0h_100_P16_coass_bin.1,168,up,6,38,0.15789473684210525,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,168,72,late
12C16O_0h_100_P16_coass_bin.1,24,none,18,22,0.8181818181818182,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,24,72,late
12C16O_0h_100_P16_coass_bin.1,24,up,4,22,0.18181818181818182,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,24,72,late
12C16O_0h_100_P16_coass_bin.1,3,none,28,38,0.7368421052631579,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,3,72,late
12C16O_0h_100_P16_coass_bin.1,3,up,10,38,0.2631578947368421,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,3,72,late
12C16O_0h_100_P16_coass_bin.1,48,down,1,27,0.037037037037037035,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,48,72,late
12C16O_0h_100_P16_coass_bin.1,48,none,16,27,0.5925925925925926,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,48,72,late
12C16O_0h_100_P16_coass_bin.1,48,up,10,27,0.37037037037037035,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,48,72,late
12C16O_0h_100_P16_coass_bin.1,72,down,1,26,0.038461538461538464,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,72,72,late
12C16O_0h_100_P16_coass_bin.1,72,none,15,26,0.5769230769230769,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,72,72,late
12C16O_0h_100_P16_coass_bin.1,72,up,10,26,0.38461538461538464,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,72,72,late
12C16O_0h_50_P09_coass_bin.13,0,none,1088,1088,1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,0,48,mid
12C16O_0h_50_P09_coass_bin.13,168,down,34,1104,0.030797101449275364,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,168,48,mid
12C16O_0h_50_P09_coass_bin.13,168,none,836,1104,0.7572463768115942,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,168,48,mid
12C16O_0h_50_P09_coass_bin.13,168,up,234,1104,0.21195652173913043,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,168,48,mid
12C16O_0h_50_P09_coass_bin.13,24,down,5,819,0.006105006105006105,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,24,48,mid
12C16O_0h_50_P09_coass_bin.13,24,none,530,819,0.6471306471306472,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,24,48,mid
12C16O_0h_50_P09_coass_bin.13,24,up,284,819,0.34676434676434675,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,24,48,mid
12C16O_0h_50_P09_coass_bin.13,3,down,17,1088,0.015625,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,3,48,mid
12C16O_0h_50_P09_coass_bin.13,3,none,799,1088,0.734375,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,3,48,mid
12C16O_0h_50_P09_coass_bin.13,3,up,272,1088,0.25,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,3,48,mid
12C16O_0h_50_P09_coass_bin.13,48,down,8,917,0.008724100327153763,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,48,48,mid
12C16O_0h_50_P09_coass_bin.13,48,none,535,917,0.5834242093784079,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,48,48,mid
12C16O_0h_50_P09_coass_bin.13,48,up,374,917,0.4078516902944384,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,48,48,mid
12C16O_0h_50_P09_coass_bin.13,72,down,10,924,0.010822510822510822,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,72,48,mid
12C16O_0h_50_P09_coass_bin.13,72,none,583,924,0.6309523809523809,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,72,48,mid
12C16O_0h_50_P09_coass_bin.13,72,up,331,924,0.3582251082251082,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__,p__Actinobacteriota,f__Nocardioidaceae,72,48,mid
12C16O_0h_50_P10_coass_bin.14,0,none,149,149,1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,p__Thermoproteota,f__Nitrososphaeraceae,0,168,late
12C16O_0h_50_P10_coass_bin.14,168,down,1,176,0.005681818181818182,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,p__Thermoproteota,f__Nitrososphaeraceae,168,168,late
12C16O_0h_50_P10_coass_bin.14,168,none,113,176,0.6420454545454546,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,p__Thermoproteota,f__Nitrososphaeraceae,168,168,late
12C16O_0h_50_P10_coass_bin.14,168,up,62,176,0.3522727272727273,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,p__Thermoproteota,f__Nitrososphaeraceae,168,168,late
12C16O_0h_50_P10_coass_bin.14,24,down,4,126,0.031746031746031744,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,p__Thermoproteota,f__Nitrososphaeraceae,24,168,late
12C16O_0h_50_P10_coass_bin.14,24,none,109,126,0.8650793650793651,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,p__Thermoproteota,f__Nitrososphaeraceae,24,168,late
12C16O_0h_50_P10_coass_bin.14,24,up,13,126,0.10317460317460317,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,p__Thermoproteota,f__Nitrososphaeraceae,24,168,late
12C16O_0h_50_P10_coass_bin.14,3,down,21,172,0.12209302325581395,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,p__Thermoproteota,f__Nitrososphaeraceae,3,168,late
12C16O_0h_50_P10_coass_bin.14,3,none,151,172,0.877906976744186,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,p__Thermoproteota,f__Nitrososphaeraceae,3,168,late
12C16O_0h_50_P10_coass_bin.14,48,none,116,143,0.8111888111888111,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,p__Thermoproteota,f__Nitrososphaeraceae,48,168,late
12C16O_0h_50_P10_coass_bin.14,48,up,27,143,0.1888111888111888,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,p__Thermoproteota,f__Nitrososphaeraceae,48,168,late
12C16O_0h_50_P10_coass_bin.14,72,none,112,144,0.7777777777777778,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,p__Thermoproteota,f__Nitrososphaeraceae,72,168,late
12C16O_0h_50_P10_coass_bin.14,72,up,32,144,0.2222222222222222,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,p__Thermoproteota,f__Nitrososphaeraceae,72,168,late
12C16O_0h_50_P10_coass_bin.29,0,none,44,44,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,0,3,early
12C16O_0h_50_P10_coass_bin.29,168,down,1,41,0.024390243902439025,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,168,3,early
12C16O_0h_50_P10_coass_bin.29,168,none,30,41,0.7317073170731707,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,168,3,early
12C16O_0h_50_P10_coass_bin.29,168,up,10,41,0.24390243902439024,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,168,3,early
12C16O_0h_50_P10_coass_bin.29,24,none,22,32,0.6875,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,24,3,early
12C16O_0h_50_P10_coass_bin.29,24,up,10,32,0.3125,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,24,3,early
12C16O_0h_50_P10_coass_bin.29,3,none,15,40,0.375,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,3,3,early
12C16O_0h_50_P10_coass_bin.29,3,up,25,40,0.625,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,3,3,early
12C16O_0h_50_P10_coass_bin.29,48,none,29,38,0.7631578947368421,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,48,3,early
12C16O_0h_50_P10_coass_bin.29,48,up,9,38,0.23684210526315788,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,48,3,early
12C16O_0h_50_P10_coass_bin.29,72,none,28,38,0.7368421052631579,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,72,3,early
12C16O_0h_50_P10_coass_bin.29,72,up,10,38,0.2631578947368421,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,72,3,early
12C16O_0h_50_P10_coass_bin.6,0,none,41,41,1,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,0,168,late
12C16O_0h_50_P10_coass_bin.6,168,down,6,41,0.14634146341463414,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,168,168,late
12C16O_0h_50_P10_coass_bin.6,168,none,19,41,0.4634146341463415,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,168,168,late
12C16O_0h_50_P10_coass_bin.6,168,up,16,41,0.3902439024390244,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,168,168,late
12C16O_0h_50_P10_coass_bin.6,24,down,9,30,0.3,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,24,168,late
12C16O_0h_50_P10_coass_bin.6,24,none,16,30,0.5333333333333333,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,24,168,late
12C16O_0h_50_P10_coass_bin.6,24,up,5,30,0.16666666666666666,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,24,168,late
12C16O_0h_50_P10_coass_bin.6,3,down,10,40,0.25,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,3,168,late
12C16O_0h_50_P10_coass_bin.6,3,none,30,40,0.75,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,3,168,late
12C16O_0h_50_P10_coass_bin.6,48,down,8,31,0.25806451612903225,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,48,168,late
12C16O_0h_50_P10_coass_bin.6,48,none,17,31,0.5483870967741935,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,48,168,late
12C16O_0h_50_P10_coass_bin.6,48,up,6,31,0.1935483870967742,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,48,168,late
12C16O_0h_50_P10_coass_bin.6,72,down,7,32,0.21875,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,72,168,late
12C16O_0h_50_P10_coass_bin.6,72,none,18,32,0.5625,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,72,168,late
12C16O_0h_50_P10_coass_bin.6,72,up,7,32,0.21875,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,p__Gemmatimonadota,f__GWC2,72,168,late
12C16O_0h_50_P13_coass_bin.10,0,none,37,37,1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,0,48,mid
12C16O_0h_50_P13_coass_bin.10,168,down,3,32,0.09375,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,168,48,mid
12C16O_0h_50_P13_coass_bin.10,168,none,26,32,0.8125,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,168,48,mid
12C16O_0h_50_P13_coass_bin.10,168,up,3,32,0.09375,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,168,48,mid
12C16O_0h_50_P13_coass_bin.10,24,none,22,24,0.9166666666666666,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,24,48,mid
12C16O_0h_50_P13_coass_bin.10,24,up,2,24,0.08333333333333333,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,24,48,mid
12C16O_0h_50_P13_coass_bin.10,3,down,3,32,0.09375,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,3,48,mid
12C16O_0h_50_P13_coass_bin.10,3,none,27,32,0.84375,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,3,48,mid
12C16O_0h_50_P13_coass_bin.10,3,up,2,32,0.0625,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,3,48,mid
12C16O_0h_50_P13_coass_bin.10,48,down,2,25,0.08,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,48,48,mid
12C16O_0h_50_P13_coass_bin.10,48,none,19,25,0.76,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,48,48,mid
12C16O_0h_50_P13_coass_bin.10,48,up,4,25,0.16,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,48,48,mid
12C16O_0h_50_P13_coass_bin.10,72,down,2,24,0.08333333333333333,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,72,48,mid
12C16O_0h_50_P13_coass_bin.10,72,none,20,24,0.8333333333333334,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,72,48,mid
12C16O_0h_50_P13_coass_bin.10,72,up,2,24,0.08333333333333333,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,72,48,mid
12C16O_0h_50_P13_coass_bin.12,0,none,141,141,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__,p__Proteobacteria,f__SG8,0,72,late
12C16O_0h_50_P13_coass_bin.12,168,down,1,122,0.00819672131147541,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__,p__Proteobacteria,f__SG8,168,72,late
12C16O_0h_50_P13_coass_bin.12,168,none,67,122,0.5491803278688525,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__,p__Proteobacteria,f__SG8,168,72,late
12C16O_0h_50_P13_coass_bin.12,168,up,54,122,0.4426229508196721,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__,p__Proteobacteria,f__SG8,168,72,late
