MAG,time,reg,genes,total_genes,rel_genes,taxonomy,phylum,family,timef,maxtime,response_type
12C16O_72h_100_P16_coass_bin.15,48,none,30,43,0.6976744186046512,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,48,3,early
12C16O_72h_100_P16_coass_bin.15,48,up,13,43,0.3023255813953488,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,48,3,early
12C16O_72h_100_P16_coass_bin.15,72,none,30,44,0.6818181818181818,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,72,3,early
12C16O_72h_100_P16_coass_bin.15,72,up,14,44,0.3181818181818182,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,72,3,early
12C16O_72h_100_P16_coass_bin.3,0,none,23,23,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__,p__Proteobacteria,f__Sphingomonadaceae,0,24,mid
12C16O_72h_100_P16_coass_bin.3,168,none,11,23,0.4782608695652174,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__,p__Proteobacteria,f__Sphingomonadaceae,168,24,mid
12C16O_72h_100_P16_coass_bin.3,168,up,12,23,0.5217391304347826,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__,p__Proteobacteria,f__Sphingomonadaceae,168,24,mid
12C16O_72h_100_P16_coass_bin.3,24,none,3,17,0.17647058823529413,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__,p__Proteobacteria,f__Sphingomonadaceae,24,24,mid
12C16O_72h_100_P16_coass_bin.3,24,up,14,17,0.8235294117647058,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__,p__Proteobacteria,f__Sphingomonadaceae,24,24,mid
12C16O_72h_100_P16_coass_bin.3,3,none,8,22,0.36363636363636365,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__,p__Proteobacteria,f__Sphingomonadaceae,3,24,mid
12C16O_72h_100_P16_coass_bin.3,3,up,14,22,0.6363636363636364,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__,p__Proteobacteria,f__Sphingomonadaceae,3,24,mid
12C16O_72h_100_P16_coass_bin.3,48,none,5,19,0.2631578947368421,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__,p__Proteobacteria,f__Sphingomonadaceae,48,24,mid
12C16O_72h_100_P16_coass_bin.3,48,up,14,19,0.7368421052631579,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__,p__Proteobacteria,f__Sphingomonadaceae,48,24,mid
12C16O_72h_100_P16_coass_bin.3,72,none,5,20,0.25,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__,p__Proteobacteria,f__Sphingomonadaceae,72,24,mid
12C16O_72h_100_P16_coass_bin.3,72,up,15,20,0.75,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__,p__Proteobacteria,f__Sphingomonadaceae,72,24,mid
12C16O_72h_100_P16_coass_bin.33,0,none,840,840,1,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,0,168,late
12C16O_72h_100_P16_coass_bin.33,168,down,84,1019,0.08243375858684986,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,168,168,late
12C16O_72h_100_P16_coass_bin.33,168,none,752,1019,0.7379784102060843,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,168,168,late
12C16O_72h_100_P16_coass_bin.33,168,up,183,1019,0.17958783120706576,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,168,168,late
12C16O_72h_100_P16_coass_bin.33,24,down,129,708,0.18220338983050846,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,24,168,late
12C16O_72h_100_P16_coass_bin.33,24,none,520,708,0.7344632768361582,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,24,168,late
12C16O_72h_100_P16_coass_bin.33,24,up,59,708,0.08333333333333333,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,24,168,late
12C16O_72h_100_P16_coass_bin.33,3,down,213,1002,0.2125748502994012,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,3,168,late
12C16O_72h_100_P16_coass_bin.33,3,none,766,1002,0.7644710578842315,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,3,168,late
12C16O_72h_100_P16_coass_bin.33,3,up,23,1002,0.022954091816367265,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,3,168,late
12C16O_72h_100_P16_coass_bin.33,48,down,99,812,0.12192118226600986,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,48,168,late
12C16O_72h_100_P16_coass_bin.33,48,none,579,812,0.7130541871921182,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,48,168,late
12C16O_72h_100_P16_coass_bin.33,48,up,134,812,0.16502463054187191,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,48,168,late
12C16O_72h_100_P16_coass_bin.33,72,down,74,814,0.09090909090909091,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,72,168,late
12C16O_72h_100_P16_coass_bin.33,72,none,601,814,0.7383292383292384,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,72,168,late
12C16O_72h_100_P16_coass_bin.33,72,up,139,814,0.17076167076167076,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,p__Chloroflexota,f__UBA6265,72,168,late
12C16O_72h_100_P16_coass_bin.5,0,none,179,179,1,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,0,24,mid
12C16O_72h_100_P16_coass_bin.5,168,down,1,142,0.007042253521126761,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,168,24,mid
12C16O_72h_100_P16_coass_bin.5,168,none,99,142,0.6971830985915493,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,168,24,mid
12C16O_72h_100_P16_coass_bin.5,168,up,42,142,0.29577464788732394,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,168,24,mid
12C16O_72h_100_P16_coass_bin.5,24,down,2,85,0.023529411764705882,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,24,24,mid
12C16O_72h_100_P16_coass_bin.5,24,none,37,85,0.43529411764705883,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,24,24,mid
12C16O_72h_100_P16_coass_bin.5,24,up,46,85,0.5411764705882353,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,24,24,mid
12C16O_72h_100_P16_coass_bin.5,3,down,1,138,0.007246376811594203,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,3,24,mid
12C16O_72h_100_P16_coass_bin.5,3,none,97,138,0.7028985507246377,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,3,24,mid
12C16O_72h_100_P16_coass_bin.5,3,up,40,138,0.2898550724637681,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,3,24,mid
12C16O_72h_100_P16_coass_bin.5,48,down,2,107,0.018691588785046728,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,48,24,mid
12C16O_72h_100_P16_coass_bin.5,48,none,49,107,0.45794392523364486,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,48,24,mid
12C16O_72h_100_P16_coass_bin.5,48,up,56,107,0.5233644859813084,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,48,24,mid
12C16O_72h_100_P16_coass_bin.5,72,down,2,102,0.0196078431372549,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,72,24,mid
12C16O_72h_100_P16_coass_bin.5,72,none,54,102,0.5294117647058824,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,72,24,mid
12C16O_72h_100_P16_coass_bin.5,72,up,46,102,0.45098039215686275,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,p__Acidobacteriota,f__UBA5704,72,24,mid
12C16O_72h_100_unf_bin.11,0,none,299,299,1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,0,3,early
12C16O_72h_100_unf_bin.11,168,down,98,287,0.34146341463414637,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,168,3,early
12C16O_72h_100_unf_bin.11,168,none,181,287,0.6306620209059234,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,168,3,early
12C16O_72h_100_unf_bin.11,168,up,8,287,0.027874564459930314,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,168,3,early
12C16O_72h_100_unf_bin.11,24,down,22,175,0.12571428571428572,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,24,3,early
12C16O_72h_100_unf_bin.11,24,none,144,175,0.8228571428571428,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,24,3,early
12C16O_72h_100_unf_bin.11,24,up,9,175,0.05142857142857143,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,24,3,early
12C16O_72h_100_unf_bin.11,3,down,17,282,0.06028368794326241,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,3,3,early
12C16O_72h_100_unf_bin.11,3,none,240,282,0.851063829787234,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,3,3,early
12C16O_72h_100_unf_bin.11,3,up,25,282,0.08865248226950355,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,3,3,early
12C16O_72h_100_unf_bin.11,48,down,42,209,0.20095693779904306,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,48,3,early
12C16O_72h_100_unf_bin.11,48,none,162,209,0.7751196172248804,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,48,3,early
12C16O_72h_100_unf_bin.11,48,up,5,209,0.023923444976076555,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,48,3,early
12C16O_72h_100_unf_bin.11,72,down,55,204,0.2696078431372549,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,72,3,early
12C16O_72h_100_unf_bin.11,72,none,145,204,0.7107843137254902,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,72,3,early
12C16O_72h_100_unf_bin.11,72,up,4,204,0.0196078431372549,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,p__Actinobacteriota,f__Nocardioidaceae,72,3,early
12C16O_72h_100_unf_bin.45,0,none,83,83,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,0,3,early
12C16O_72h_100_unf_bin.45,168,none,56,71,0.7887323943661971,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,168,3,early
12C16O_72h_100_unf_bin.45,168,up,15,71,0.2112676056338028,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,168,3,early
12C16O_72h_100_unf_bin.45,24,none,37,50,0.74,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,24,3,early
12C16O_72h_100_unf_bin.45,24,up,13,50,0.26,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,24,3,early
12C16O_72h_100_unf_bin.45,3,none,46,70,0.6571428571428571,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,3,3,early
12C16O_72h_100_unf_bin.45,3,up,24,70,0.34285714285714286,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,3,3,early
12C16O_72h_100_unf_bin.45,48,none,46,58,0.7931034482758621,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,48,3,early
12C16O_72h_100_unf_bin.45,48,up,12,58,0.20689655172413793,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,48,3,early
12C16O_72h_100_unf_bin.45,72,none,43,58,0.7413793103448276,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,72,3,early
12C16O_72h_100_unf_bin.45,72,up,15,58,0.25862068965517243,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,72,3,early
12C18O_168h_100_P08_coass_bin.1,0,none,26,26,1,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__,p__Actinobacteriota,f__Gaiellaceae,0,24,mid
12C18O_168h_100_P08_coass_bin.1,168,none,11,18,0.6111111111111112,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__,p__Actinobacteriota,f__Gaiellaceae,168,24,mid
12C18O_168h_100_P08_coass_bin.1,168,up,7,18,0.3888888888888889,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__,p__Actinobacteriota,f__Gaiellaceae,168,24,mid
12C18O_168h_100_P08_coass_bin.1,24,none,5,12,0.4166666666666667,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__,p__Actinobacteriota,f__Gaiellaceae,24,24,mid
12C18O_168h_100_P08_coass_bin.1,24,up,7,12,0.5833333333333334,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__,p__Actinobacteriota,f__Gaiellaceae,24,24,mid
12C18O_168h_100_P08_coass_bin.1,3,down,3,18,0.16666666666666666,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__,p__Actinobacteriota,f__Gaiellaceae,3,24,mid
12C18O_168h_100_P08_coass_bin.1,3,none,10,18,0.5555555555555556,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__,p__Actinobacteriota,f__Gaiellaceae,3,24,mid
12C18O_168h_100_P08_coass_bin.1,3,up,5,18,0.2777777777777778,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__,p__Actinobacteriota,f__Gaiellaceae,3,24,mid
12C18O_168h_100_P08_coass_bin.1,48,none,8,17,0.47058823529411764,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__,p__Actinobacteriota,f__Gaiellaceae,48,24,mid
12C18O_168h_100_P08_coass_bin.1,48,up,9,17,0.5294117647058824,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__,p__Actinobacteriota,f__Gaiellaceae,48,24,mid
12C18O_168h_100_P08_coass_bin.1,72,none,7,16,0.4375,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__,p__Actinobacteriota,f__Gaiellaceae,72,24,mid
12C18O_168h_100_P08_coass_bin.1,72,up,9,16,0.5625,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__,p__Actinobacteriota,f__Gaiellaceae,72,24,mid
12C18O_168h_100_P08_coass_bin.8,0,none,27,27,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,0,3,early
12C18O_168h_100_P08_coass_bin.8,168,none,24,29,0.8275862068965517,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,168,3,early
12C18O_168h_100_P08_coass_bin.8,168,up,5,29,0.1724137931034483,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,168,3,early
12C18O_168h_100_P08_coass_bin.8,24,none,18,20,0.9,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,24,3,early
12C18O_168h_100_P08_coass_bin.8,24,up,2,20,0.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,24,3,early
12C18O_168h_100_P08_coass_bin.8,3,none,19,28,0.6785714285714286,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,3,3,early
12C18O_168h_100_P08_coass_bin.8,3,up,9,28,0.32142857142857145,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,3,3,early
12C18O_168h_100_P08_coass_bin.8,48,none,15,21,0.7142857142857143,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,48,3,early
12C18O_168h_100_P08_coass_bin.8,48,up,6,21,0.2857142857142857,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,48,3,early
12C18O_168h_100_P08_coass_bin.8,72,none,14,20,0.7,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,72,3,early
12C18O_168h_100_P08_coass_bin.8,72,up,6,20,0.3,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,p__Proteobacteria,f__Beijerinckiaceae,72,3,early
12C18O_168h_100_P14_coass_bin.30,0,none,47,47,1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,0,24,mid
12C18O_168h_100_P14_coass_bin.30,168,down,6,49,0.12244897959183673,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,168,24,mid
12C18O_168h_100_P14_coass_bin.30,168,none,39,49,0.7959183673469388,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,168,24,mid
12C18O_168h_100_P14_coass_bin.30,168,up,4,49,0.08163265306122448,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,168,24,mid
12C18O_168h_100_P14_coass_bin.30,24,down,2,31,0.06451612903225806,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,24,24,mid
12C18O_168h_100_P14_coass_bin.30,24,none,25,31,0.8064516129032258,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,24,24,mid
12C18O_168h_100_P14_coass_bin.30,24,up,4,31,0.12903225806451613,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,24,24,mid
12C18O_168h_100_P14_coass_bin.30,3,down,10,48,0.20833333333333334,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,3,24,mid
12C18O_168h_100_P14_coass_bin.30,3,none,34,48,0.7083333333333334,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,3,24,mid
12C18O_168h_100_P14_coass_bin.30,3,up,4,48,0.08333333333333333,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,3,24,mid
12C18O_168h_100_P14_coass_bin.30,48,down,2,38,0.05263157894736842,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,48,24,mid
12C18O_168h_100_P14_coass_bin.30,48,none,32,38,0.8421052631578947,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,48,24,mid
12C18O_168h_100_P14_coass_bin.30,48,up,4,38,0.10526315789473684,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,48,24,mid
12C18O_168h_100_P14_coass_bin.30,72,down,4,38,0.10526315789473684,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,72,24,mid
12C18O_168h_100_P14_coass_bin.30,72,none,32,38,0.8421052631578947,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,72,24,mid
12C18O_168h_100_P14_coass_bin.30,72,up,2,38,0.05263157894736842,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,p__Actinobacteriota,f__,72,24,mid
12C18O_168h_100_P14_coass_bin.8,0,none,36,36,1,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__AC-32;s__,p__Actinobacteriota,f__Gaiellaceae,0,48,mid
