"","MAG","time_0","time_168","time_24","time_3","time_48","time_72","max_time","strategy_broad"
"86","12C16O_48h_50_unf_bin.12",0,-0.0416666666666667,0.151515151515152,0.0625,0.0731707317073171,0.025,"24","Middle Responders"
"87","12C16O_48h_50_unf_bin.15",0,0.166666666666667,0.230769230769231,0.208333333333333,0.133333333333333,0.125,"24","Middle Responders"
"88","12C16O_48h_50_unf_bin.28",0,-0.0909090909090909,0,-0.181818181818182,-0.0666666666666667,-0.142857142857143,"NA",NA
"89","12C16O_48h_50_unf_bin.40",0,0.0345454545454545,0.374683544303797,0.343173431734317,0.245495495495495,0.163677130044843,"24","Middle Responders"
"90","12C16O_48h_50_unf_bin.41",0,0.272151898734177,0.122448979591837,-0.0064935064935065,0.206896551724138,0.25,"168","Late Responders"
"91","12C16O_48h_50_unf_bin.43",0,0.35,0.117647058823529,-0.05,0.277777777777778,0.388888888888889,"72","Middle Responders"
"92","12C16O_48h_50_unf_bin.7",0,0.428571428571429,0.266666666666667,0.25,0.157894736842105,0.222222222222222,"168","Late Responders"
"93","12C16O_72h_100_P08_coass_bin.10",0,0.0476190476190476,0.333333333333333,-0.25,0.35,0.25,"48","Middle Responders"
"94","12C16O_72h_100_P08_coass_bin.2",0,-0.0540540540540541,0.132075471698113,0.342857142857143,0.101694915254237,0.0344827586206897,"3","Early Responders"
"95","12C16O_72h_100_P08_coass_bin.23",0,0.148148148148148,0.636363636363636,0.5,0.681818181818182,0.5,"48","Middle Responders"
"96","12C16O_72h_100_P14_coass_bin.22",0,-0.0681818181818182,-0.181818181818182,-0.136363636363636,-0.137931034482759,-0.142857142857143,"0","Sensitive"
"97","12C16O_72h_100_P16_coass_bin.15",0,0.321428571428571,0.194444444444444,0.392857142857143,0.302325581395349,0.318181818181818,"3","Early Responders"
"98","12C16O_72h_100_P16_coass_bin.3",0,0.521739130434783,0.823529411764706,0.636363636363636,0.736842105263158,0.75,"24","Middle Responders"
"99","12C16O_72h_100_P16_coass_bin.33",0,0.0971540726202159,-0.0988700564971751,-0.189620758483034,0.0431034482758621,0.0798525798525798,"168","Late Responders"
"100","12C16O_72h_100_P16_coass_bin.5",0,0.288732394366197,0.517647058823529,0.282608695652174,0.504672897196262,0.431372549019608,"24","Middle Responders"
"101","12C16O_72h_100_unf_bin.11",0,-0.313588850174216,-0.0742857142857143,0.0283687943262411,-0.177033492822966,-0.25,"3","Early Responders"
"102","12C16O_72h_100_unf_bin.45",0,0.211267605633803,0.26,0.342857142857143,0.206896551724138,0.258620689655172,"3","Early Responders"
"103","12C18O_168h_100_P08_coass_bin.1",0,0.388888888888889,0.583333333333333,0.111111111111111,0.529411764705882,0.5625,"24","Middle Responders"
"104","12C18O_168h_100_P08_coass_bin.8",0,0.172413793103448,0.1,0.321428571428571,0.285714285714286,0.3,"3","Early Responders"
"105","12C18O_168h_100_P14_coass_bin.30",0,-0.0408163265306122,0.0645161290322581,-0.125,0.0526315789473684,-0.0526315789473684,"24","Middle Responders"
"106","12C18O_168h_100_P14_coass_bin.8",0,0.128205128205128,0.181818181818182,0.0526315789473684,0.193548387096774,0.166666666666667,"48","Middle Responders"
"107","12C18O_168h_100_P16_coass_bin.19",0,0.222222222222222,0.375,0.111111111111111,0.214285714285714,0.214285714285714,"24","Middle Responders"
"108","12C18O_168h_100_P16_coass_bin.28",0,0.25,0.333333333333333,0.423076923076923,0.541666666666667,0.416666666666667,"48","Middle Responders"
"109","12C18O_168h_100_P16_coass_bin.36",0,0.32,0.125,0.291666666666667,0.473684210526316,0.388888888888889,"48","Middle Responders"
"110","12C18O_168h_100_P16_coass_bin.4",0,0.286516853932584,0.352380952380952,0.218390804597701,0.409448818897638,0.3515625,"48","Middle Responders"
"111","12C18O_168h_50_P09_coass_bin.11",0,0.137931034482759,0.307692307692308,0.0357142857142857,0.368421052631579,0.388888888888889,"72","Middle Responders"
"112","12C18O_168h_50_P09_coass_bin.15",0,0.0909090909090909,0.3,0.181818181818182,0.333333333333333,0.142857142857143,"48","Middle Responders"
"113","12C18O_168h_50_P09_coass_bin.21",0,0.148514851485149,0.122448979591837,0.0714285714285714,0.174603174603175,0.15625,"48","Middle Responders"
"114","12C18O_168h_50_P10_coass_bin.11",0,0.2,0.428571428571429,0.333333333333333,0.230769230769231,0.214285714285714,"24","Middle Responders"
"115","12C18O_168h_50_P10_coass_bin.6",0,0.0645161290322581,0,0.1,0.148148148148148,0.107142857142857,"48","Middle Responders"
